,# edges,setting,accuracy,privacy leakage
0,200,random-O,0.0,0.31
1,200,random-R,0.8120805369127517,0.885
2,200,random-U,0.8355704697986577,0.83
3,400,random-O,0.0,0.095
4,400,random-R,0.8590604026845637,0.8325
5,400,random-U,0.8288590604026845,0.8125
6,600,random-O,0.0,0.1
7,600,random-R,0.8187919463087249,0.875
8,600,random-U,0.8288590604026845,0.7633333333333333
9,800,random-O,0.0,0.17375
10,800,random-R,0.8221476510067114,0.82
11,800,random-U,0.8322147651006712,0.86875
12,1000,random-O,0.0,0.169
13,1000,random-R,0.8355704697986577,0.848
14,1000,random-U,0.8288590604026845,0.86
15,1200,random-O,0.0,0.2608333333333333
16,1200,random-R,0.8691275167785235,0.7991666666666667
17,1200,random-U,0.8288590604026845,0.845
18,1400,random-O,0.0,0.15714285714285714
19,1400,random-R,0.8154362416107382,0.845
20,1400,random-U,0.8288590604026845,0.82
21,1600,random-O,0.0,0.3025
22,1600,random-R,0.8389261744966443,0.85
23,1600,random-U,0.8322147651006712,0.820625
24,1800,random-O,0.0,0.17277777777777778
25,1800,random-R,0.8557046979865772,0.8277777777777777
26,1800,random-U,0.8322147651006712,0.8038888888888889
27,2000,random-O,0.0,0.2815
28,2000,random-R,0.8355704697986577,0.8475
29,2000,random-U,0.8288590604026845,0.847
30,200,max-degree-O,0.0,0.51
31,200,max-degree-R,0.8523489932885906,0.54
32,200,max-degree-U,0.7348993288590604,0.495
33,400,max-degree-O,0.0,0.59
34,400,max-degree-R,0.8624161073825504,0.6425
35,400,max-degree-U,0.6308724832214765,0.7025
36,600,max-degree-O,0.0,0.30833333333333335
37,600,max-degree-R,0.8355704697986577,0.5483333333333333
38,600,max-degree-U,0.6073825503355704,0.6566666666666666
39,800,max-degree-O,0.0,0.40875
40,800,max-degree-R,0.8523489932885906,0.63875
41,800,max-degree-U,0.6073825503355704,0.65375
42,1000,max-degree-O,0.0,0.329
43,1000,max-degree-R,0.8489932885906041,0.844
44,1000,max-degree-U,0.6040268456375839,0.73
45,1200,max-degree-O,0.0,0.3575
46,1200,max-degree-R,0.8389261744966443,0.67
47,1200,max-degree-U,0.6073825503355704,0.6533333333333333
48,1400,max-degree-O,0.0,0.36428571428571427
49,1400,max-degree-R,0.8389261744966443,0.7171428571428572
50,1400,max-degree-U,0.6040268456375839,0.6957142857142857
51,1600,max-degree-O,0.0,0.25375
52,1600,max-degree-R,0.8355704697986577,0.724375
53,1600,max-degree-U,0.6174496644295302,0.729375
54,1800,max-degree-O,0.0,0.315
55,1800,max-degree-R,0.8523489932885906,0.7566666666666667
56,1800,max-degree-U,0.6174496644295302,0.6733333333333333
57,2000,max-degree-O,0.0,0.316
58,2000,max-degree-R,0.6845637583892618,0.7225
59,2000,max-degree-U,0.6208053691275168,0.7835
60,200,min-degree-O,0.0,0.31
61,200,min-degree-R,0.8187919463087249,0.97
62,200,min-degree-U,0.8187919463087249,0.975
63,400,min-degree-O,0.0,0.105
64,400,min-degree-R,0.8389261744966443,0.9325
65,400,min-degree-U,0.8187919463087249,0.9875
66,600,min-degree-O,0.0,0.10833333333333334
67,600,min-degree-R,0.8355704697986577,0.8383333333333334
68,600,min-degree-U,0.8154362416107382,0.9366666666666666
69,800,min-degree-O,0.0,0.1025
70,800,min-degree-R,0.8288590604026845,0.79
71,800,min-degree-U,0.8154362416107382,0.955
72,1000,min-degree-O,0.0,0.04
73,1000,min-degree-R,0.8355704697986577,0.963
74,1000,min-degree-U,0.8154362416107382,0.957
75,1200,min-degree-O,0.0,0.034166666666666665
76,1200,min-degree-R,0.825503355704698,0.9316666666666666
77,1200,min-degree-U,0.8154362416107382,0.9241666666666667
78,1400,min-degree-O,0.0,0.03642857142857143
79,1400,min-degree-R,0.8389261744966443,0.8471428571428572
80,1400,min-degree-U,0.8154362416107382,0.9378571428571428
81,1600,min-degree-O,0.0,0.085
82,1600,min-degree-R,0.8355704697986577,0.910625
83,1600,min-degree-U,0.8154362416107382,0.9125
84,1800,min-degree-O,0.0,0.06555555555555556
85,1800,min-degree-R,0.825503355704698,0.8944444444444445
86,1800,min-degree-U,0.8120805369127517,0.9233333333333333
87,2000,min-degree-O,0.0,0.0895
88,2000,min-degree-R,0.8087248322147651,0.9375
89,2000,min-degree-U,0.8120805369127517,0.8595
90,200,saliency-O,0.0,0.005
91,200,saliency-R,0.8657718120805369,0.995
92,200,saliency-U,0.8355704697986577,1.0
93,400,saliency-O,0.0,0.0025
94,400,saliency-R,0.8523489932885906,0.57
95,400,saliency-U,0.8355704697986577,1.0
96,600,saliency-O,0.0,0.0016666666666666668
97,600,saliency-R,0.825503355704698,1.0
98,600,saliency-U,0.8355704697986577,0.9983333333333333
99,800,saliency-O,0.0,0.0
100,800,saliency-R,0.8590604026845637,0.99875
101,800,saliency-U,0.8355704697986577,0.99875
102,1000,saliency-O,0.0,0.0
103,1000,saliency-R,0.8758389261744967,1.0
104,1000,saliency-U,0.8355704697986577,1.0
105,1200,saliency-O,0.0,0.015
106,1200,saliency-R,0.8221476510067114,0.9941666666666666
107,1200,saliency-U,0.8355704697986577,0.995
108,1400,saliency-O,0.0,0.05285714285714286
109,1400,saliency-R,0.8590604026845637,0.9857142857142858
110,1400,saliency-U,0.8355704697986577,0.995
111,1600,saliency-O,0.0,0.02375
112,1600,saliency-R,0.8221476510067114,0.964375
113,1600,saliency-U,0.8355704697986577,0.9825
114,1800,saliency-O,0.0,0.14055555555555554
115,1800,saliency-R,0.8489932885906041,0.9794444444444445
116,1800,saliency-U,0.8355704697986577,0.9772222222222222
117,2000,saliency-O,0.0,0.124
118,2000,saliency-R,0.8288590604026845,0.9465
119,2000,saliency-U,0.8355704697986577,0.9595
120,200,random-O,0.0,0.12
121,200,random-R,0.8322147651006712,0.71
122,200,random-U,0.8557046979865772,0.73
123,400,random-O,0.0,0.4275
124,400,random-R,0.825503355704698,0.895
125,400,random-U,0.8557046979865772,0.8225
126,600,random-O,0.0,0.3383333333333333
127,600,random-R,0.8657718120805369,0.8233333333333334
128,600,random-U,0.8557046979865772,0.8816666666666667
129,800,random-O,0.0,0.33875
130,800,random-R,0.8657718120805369,0.805
131,800,random-U,0.8557046979865772,0.78625
132,1000,random-O,0.0,0.174
133,1000,random-R,0.8624161073825504,0.81
134,1000,random-U,0.8523489932885906,0.827
135,1200,random-O,0.0,0.22666666666666666
136,1200,random-R,0.8489932885906041,0.81
137,1200,random-U,0.8523489932885906,0.8575
138,1400,random-O,0.0,0.3485714285714286
139,1400,random-R,0.8590604026845637,0.8792857142857143
140,1400,random-U,0.8523489932885906,0.83
141,1600,random-O,0.0,0.1225
142,1600,random-R,0.8288590604026845,0.85
143,1600,random-U,0.8489932885906041,0.879375
144,1800,random-O,0.0,0.24055555555555555
145,1800,random-R,0.8557046979865772,0.7494444444444445
146,1800,random-U,0.8489932885906041,0.8672222222222222
147,2000,random-O,0.0,0.3185
148,2000,random-R,0.8557046979865772,0.8335
149,2000,random-U,0.8489932885906041,0.8805
150,200,max-degree-O,0.0,0.56
151,200,max-degree-R,0.8489932885906041,0.45
152,200,max-degree-U,0.6946308724832215,0.485
153,400,max-degree-O,0.0,0.4575
154,400,max-degree-R,0.8557046979865772,0.715
155,400,max-degree-U,0.5704697986577181,0.5775
156,600,max-degree-O,0.0,0.3433333333333333
157,600,max-degree-R,0.8489932885906041,0.6266666666666667
158,600,max-degree-U,0.5469798657718121,0.6466666666666666
159,800,max-degree-O,0.0,0.41625
160,800,max-degree-R,0.8422818791946308,0.8025
161,800,max-degree-U,0.5469798657718121,0.64375
162,1000,max-degree-O,0.0,0.416
163,1000,max-degree-R,0.825503355704698,0.81
164,1000,max-degree-U,0.5469798657718121,0.672
165,1200,max-degree-O,0.0,0.3275
166,1200,max-degree-R,0.8624161073825504,0.7308333333333333
167,1200,max-degree-U,0.5469798657718121,0.8258333333333333
168,1400,max-degree-O,0.0,0.33214285714285713
169,1400,max-degree-R,0.8557046979865772,0.7835714285714286
170,1400,max-degree-U,0.5436241610738255,0.6807142857142857
171,1600,max-degree-O,0.0,0.39125
172,1600,max-degree-R,0.7651006711409396,0.758125
173,1600,max-degree-U,0.5469798657718121,0.7375
174,1800,max-degree-O,0.0,0.37
175,1800,max-degree-R,0.8557046979865772,0.6994444444444444
176,1800,max-degree-U,0.5469798657718121,0.6877777777777778
177,2000,max-degree-O,0.0,0.358
178,2000,max-degree-R,0.8523489932885906,0.79
179,2000,max-degree-U,0.5570469798657718,0.8475
180,200,min-degree-O,0.0,0.22
181,200,min-degree-R,0.8355704697986577,0.95
182,200,min-degree-U,0.8422818791946308,0.86
183,400,min-degree-O,0.0,0.1175
184,400,min-degree-R,0.8557046979865772,0.88
185,400,min-degree-U,0.8422818791946308,0.87
186,600,min-degree-O,0.0,0.29833333333333334
187,600,min-degree-R,0.8389261744966443,0.9166666666666666
188,600,min-degree-U,0.8355704697986577,0.9
189,800,min-degree-O,0.0,0.38125
190,800,min-degree-R,0.8221476510067114,0.915
191,800,min-degree-U,0.8389261744966443,0.94375
192,1000,min-degree-O,0.0,0.191
193,1000,min-degree-R,0.8489932885906041,0.874
194,1000,min-degree-U,0.8355704697986577,0.945
195,1200,min-degree-O,0.0,0.0825
196,1200,min-degree-R,0.8489932885906041,0.9316666666666666
197,1200,min-degree-U,0.8355704697986577,0.9166666666666666
198,1400,min-degree-O,0.0,0.11071428571428571
199,1400,min-degree-R,0.8389261744966443,0.8571428571428571
200,1400,min-degree-U,0.8389261744966443,0.8957142857142857
201,1600,min-degree-O,0.0,0.07375
202,1600,min-degree-R,0.8456375838926175,0.945625
203,1600,min-degree-U,0.8389261744966443,0.92
204,1800,min-degree-O,0.0,0.23
205,1800,min-degree-R,0.8389261744966443,0.9155555555555556
206,1800,min-degree-U,0.8221476510067114,0.9522222222222222
207,2000,min-degree-O,0.0,0.077
208,2000,min-degree-R,0.8422818791946308,0.95
209,2000,min-degree-U,0.8187919463087249,0.887
210,200,saliency-O,0.0,0.0
211,200,saliency-R,0.825503355704698,1.0
212,200,saliency-U,0.8557046979865772,0.995
213,400,saliency-O,0.0,0.0025
214,400,saliency-R,0.8221476510067114,1.0
215,400,saliency-U,0.8557046979865772,1.0
216,600,saliency-O,0.0,0.0016666666666666668
217,600,saliency-R,0.8120805369127517,1.0
218,600,saliency-U,0.8557046979865772,0.9983333333333333
219,800,saliency-O,0.0,0.0
220,800,saliency-R,0.8422818791946308,1.0
221,800,saliency-U,0.8557046979865772,1.0
222,1000,saliency-O,0.0,0.242
223,1000,saliency-R,0.8422818791946308,1.0
224,1000,saliency-U,0.8557046979865772,1.0
225,1200,saliency-O,0.0,0.08333333333333333
226,1200,saliency-R,0.825503355704698,0.9966666666666667
227,1200,saliency-U,0.8557046979865772,0.93
228,1400,saliency-O,0.0,0.23714285714285716
229,1400,saliency-R,0.8557046979865772,1.0
230,1400,saliency-U,0.8557046979865772,0.955
231,1600,saliency-O,0.0,0.14625
232,1600,saliency-R,0.8221476510067114,0.825
233,1600,saliency-U,0.8557046979865772,0.879375
234,1800,saliency-O,0.0,0.17333333333333334
235,1800,saliency-R,0.8422818791946308,0.9733333333333334
236,1800,saliency-U,0.8557046979865772,0.9827777777777778
237,2000,saliency-O,0.0,0.1215
238,2000,saliency-R,0.8154362416107382,0.948
239,2000,saliency-U,0.8557046979865772,0.884
240,200,random-O,0.0,0.08
241,200,random-R,0.8523489932885906,0.81
242,200,random-U,0.8590604026845637,0.805
243,400,random-O,0.0,0.1175
244,400,random-R,0.8523489932885906,0.81
245,400,random-U,0.8590604026845637,0.94
246,600,random-O,0.0,0.175
247,600,random-R,0.8557046979865772,0.8783333333333333
248,600,random-U,0.8590604026845637,0.7383333333333333
249,800,random-O,0.0,0.035
250,800,random-R,0.8557046979865772,0.78625
251,800,random-U,0.8590604026845637,0.8625
252,1000,random-O,0.0,0.087
253,1000,random-R,0.8557046979865772,0.783
254,1000,random-U,0.8624161073825504,0.907
255,1200,random-O,0.0,0.2775
256,1200,random-R,0.825503355704698,0.9108333333333334
257,1200,random-U,0.8590604026845637,0.8683333333333333
258,1400,random-O,0.0,0.22428571428571428
259,1400,random-R,0.8456375838926175,0.8464285714285714
260,1400,random-U,0.8590604026845637,0.885
261,1600,random-O,0.0,0.125625
262,1600,random-R,0.8489932885906041,0.853125
263,1600,random-U,0.8657718120805369,0.8525
264,1800,random-O,0.0,0.32611111111111113
265,1800,random-R,0.8322147651006712,0.8244444444444444
266,1800,random-U,0.8657718120805369,0.8844444444444445
267,2000,random-O,0.0,0.265
268,2000,random-R,0.8154362416107382,0.862
269,2000,random-U,0.8657718120805369,0.816
270,200,max-degree-O,0.0,0.5
271,200,max-degree-R,0.8825503355704698,0.615
272,200,max-degree-U,0.8691275167785235,0.645
273,400,max-degree-O,0.0,0.535
274,400,max-degree-R,0.8221476510067114,0.515
275,400,max-degree-U,0.8657718120805369,0.5775
276,600,max-degree-O,0.0,0.42833333333333334
277,600,max-degree-R,0.8053691275167785,0.6666666666666666
278,600,max-degree-U,0.8523489932885906,0.7016666666666667
279,800,max-degree-O,0.0,0.39875
280,800,max-degree-R,0.8389261744966443,0.80625
281,800,max-degree-U,0.8523489932885906,0.62125
282,1000,max-degree-O,0.0,0.348
283,1000,max-degree-R,0.8355704697986577,0.65
284,1000,max-degree-U,0.8523489932885906,0.671
285,1200,max-degree-O,0.0,0.22666666666666666
286,1200,max-degree-R,0.8355704697986577,0.74
287,1200,max-degree-U,0.8523489932885906,0.7383333333333333
288,1400,max-degree-O,0.0,0.24785714285714286
289,1400,max-degree-R,0.8456375838926175,0.7442857142857143
290,1400,max-degree-U,0.8523489932885906,0.7464285714285714
291,1600,max-degree-O,0.0,0.384375
292,1600,max-degree-R,0.8288590604026845,0.7475
293,1600,max-degree-U,0.8523489932885906,0.809375
294,1800,max-degree-O,0.0,0.3427777777777778
295,1800,max-degree-R,0.8288590604026845,0.7122222222222222
296,1800,max-degree-U,0.8523489932885906,0.7555555555555555
297,2000,max-degree-O,0.0,0.2515
298,2000,max-degree-R,0.8422818791946308,0.725
299,2000,max-degree-U,0.8523489932885906,0.755
300,200,min-degree-O,0.0,0.06
301,200,min-degree-R,0.8322147651006712,0.94
302,200,min-degree-U,0.8489932885906041,0.975
303,400,min-degree-O,0.0,0.3525
304,400,min-degree-R,0.8120805369127517,0.9425
305,400,min-degree-U,0.8523489932885906,0.9
306,600,min-degree-O,0.0,0.035
307,600,min-degree-R,0.8422818791946308,0.94
308,600,min-degree-U,0.8489932885906041,0.9333333333333333
309,800,min-degree-O,0.0,0.105
310,800,min-degree-R,0.8154362416107382,0.92
311,800,min-degree-U,0.8523489932885906,0.95
312,1000,min-degree-O,0.0,0.056
313,1000,min-degree-R,0.8087248322147651,0.912
314,1000,min-degree-U,0.8523489932885906,0.89
315,1200,min-degree-O,0.0,0.08083333333333333
316,1200,min-degree-R,0.8288590604026845,0.935
317,1200,min-degree-U,0.8523489932885906,0.9416666666666667
318,1400,min-degree-O,0.0,0.18142857142857144
319,1400,min-degree-R,0.8221476510067114,0.8835714285714286
320,1400,min-degree-U,0.8557046979865772,0.9671428571428572
321,1600,min-degree-O,0.0,0.128125
322,1600,min-degree-R,0.7953020134228188,0.95
323,1600,min-degree-U,0.8557046979865772,0.895625
324,1800,min-degree-O,0.0,0.08555555555555555
325,1800,min-degree-R,0.8154362416107382,0.9155555555555556
326,1800,min-degree-U,0.8523489932885906,0.8766666666666667
327,2000,min-degree-O,0.0,0.4105
328,2000,min-degree-R,0.825503355704698,0.9655
329,2000,min-degree-U,0.8523489932885906,0.948
330,200,saliency-O,0.0,0.0
331,200,saliency-R,0.8489932885906041,0.995
332,200,saliency-U,0.8590604026845637,1.0
333,400,saliency-O,0.0,0.0025
334,400,saliency-R,0.8590604026845637,1.0
335,400,saliency-U,0.8590604026845637,1.0
336,600,saliency-O,0.0,0.0016666666666666668
337,600,saliency-R,0.8288590604026845,1.0
338,600,saliency-U,0.8590604026845637,1.0
339,800,saliency-O,0.0,0.00125
340,800,saliency-R,0.8489932885906041,1.0
341,800,saliency-U,0.8590604026845637,1.0
342,1000,saliency-O,0.0,0.0
343,1000,saliency-R,0.8154362416107382,1.0
344,1000,saliency-U,0.8590604026845637,1.0
345,1200,saliency-O,0.0,0.0325
346,1200,saliency-R,0.8389261744966443,1.0
347,1200,saliency-U,0.8590604026845637,0.9991666666666666
348,1400,saliency-O,0.0,0.04285714285714286
349,1400,saliency-R,0.8288590604026845,0.9742857142857143
350,1400,saliency-U,0.8590604026845637,0.9771428571428571
351,1600,saliency-O,0.0,0.010625
352,1600,saliency-R,0.825503355704698,0.998125
353,1600,saliency-U,0.8590604026845637,0.995
354,1800,saliency-O,0.0,0.09777777777777778
355,1800,saliency-R,0.8557046979865772,0.9833333333333333
356,1800,saliency-U,0.8590604026845637,0.9872222222222222
357,2000,saliency-O,0.0,0.0085
358,2000,saliency-R,0.8221476510067114,0.9625
359,2000,saliency-U,0.8590604026845637,0.976
360,200,random-O,0.0,0.515
361,200,random-R,0.8355704697986577,0.765
362,200,random-U,0.8523489932885906,0.905
363,400,random-O,0.0,0.305
364,400,random-R,0.8590604026845637,0.765
365,400,random-U,0.8557046979865772,0.945
366,600,random-O,0.0,0.23666666666666666
367,600,random-R,0.8557046979865772,0.7616666666666667
368,600,random-U,0.8523489932885906,0.86
369,800,random-O,0.0,0.39875
370,800,random-R,0.825503355704698,0.935
371,800,random-U,0.8557046979865772,0.8425
372,1000,random-O,0.0,0.255
373,1000,random-R,0.8557046979865772,0.766
374,1000,random-U,0.8523489932885906,0.814
375,1200,random-O,0.0,0.26
376,1200,random-R,0.8154362416107382,0.845
377,1200,random-U,0.8523489932885906,0.7166666666666667
378,1400,random-O,0.0,0.30214285714285716
379,1400,random-R,0.802013422818792,0.8771428571428571
380,1400,random-U,0.8489932885906041,0.875
381,1600,random-O,0.0,0.173125
382,1600,random-R,0.825503355704698,0.86125
383,1600,random-U,0.8489932885906041,0.8025
384,1800,random-O,0.0,0.2961111111111111
385,1800,random-R,0.8355704697986577,0.8888888888888888
386,1800,random-U,0.8523489932885906,0.8905555555555555
387,2000,random-O,0.0,0.315
388,2000,random-R,0.8187919463087249,0.826
389,2000,random-U,0.8489932885906041,0.8625
390,200,max-degree-O,0.0,0.53
391,200,max-degree-R,0.8691275167785235,0.565
392,200,max-degree-U,0.8523489932885906,0.525
393,400,max-degree-O,0.0,0.43
394,400,max-degree-R,0.8590604026845637,0.5475
395,400,max-degree-U,0.8557046979865772,0.62
396,600,max-degree-O,0.0,0.43166666666666664
397,600,max-degree-R,0.8456375838926175,0.87
398,600,max-degree-U,0.8389261744966443,0.545
399,800,max-degree-O,0.0,0.2875
400,800,max-degree-R,0.8456375838926175,0.70375
401,800,max-degree-U,0.8422818791946308,0.63
402,1000,max-degree-O,0.0,0.078
403,1000,max-degree-R,0.8422818791946308,0.698
404,1000,max-degree-U,0.8422818791946308,0.753
405,1200,max-degree-O,0.0,0.21
406,1200,max-degree-R,0.7181208053691275,0.7608333333333334
407,1200,max-degree-U,0.8389261744966443,0.825
408,1400,max-degree-O,0.0,0.22714285714285715
409,1400,max-degree-R,0.8389261744966443,0.74
410,1400,max-degree-U,0.8389261744966443,0.7235714285714285
411,1600,max-degree-O,0.0,0.26625
412,1600,max-degree-R,0.8456375838926175,0.764375
413,1600,max-degree-U,0.8389261744966443,0.88625
414,1800,max-degree-O,0.0,0.4
415,1800,max-degree-R,0.8322147651006712,0.8277777777777777
416,1800,max-degree-U,0.8389261744966443,0.7344444444444445
417,2000,max-degree-O,0.0,0.282
418,2000,max-degree-R,0.8355704697986577,0.804
419,2000,max-degree-U,0.8389261744966443,0.877
420,200,min-degree-O,0.0,0.115
421,200,min-degree-R,0.8187919463087249,0.925
422,200,min-degree-U,0.8389261744966443,0.945
423,400,min-degree-O,0.0,0.02
424,400,min-degree-R,0.8624161073825504,0.91
425,400,min-degree-U,0.8389261744966443,0.9175
426,600,min-degree-O,0.0,0.21333333333333335
427,600,min-degree-R,0.8355704697986577,0.95
428,600,min-degree-U,0.8355704697986577,0.9733333333333334
429,800,min-degree-O,0.0,0.125
430,800,min-degree-R,0.8288590604026845,0.92125
431,800,min-degree-U,0.8389261744966443,0.87875
432,1000,min-degree-O,0.0,0.193
433,1000,min-degree-R,0.8120805369127517,0.841
434,1000,min-degree-U,0.8422818791946308,0.958
435,1200,min-degree-O,0.0,0.16
436,1200,min-degree-R,0.802013422818792,0.9641666666666666
437,1200,min-degree-U,0.8422818791946308,0.885
438,1400,min-degree-O,0.0,0.13785714285714284
439,1400,min-degree-R,0.8389261744966443,0.9242857142857143
440,1400,min-degree-U,0.8355704697986577,0.9728571428571429
441,1600,min-degree-O,0.0,0.276875
442,1600,min-degree-R,0.8557046979865772,0.884375
443,1600,min-degree-U,0.8355704697986577,0.935
444,1800,min-degree-O,0.0,0.06
